x,y,width
0.49322124,0.31964613,0.465
0.49713957,0.31818492,0.465
0.50107791,0.31677849,0.465
0.50503545,0.31542711,0.465
0.50901144,0.31413102,0.465
0.5130051,0.31289046,0.465
0.51701568,0.3117057,0.465
0.5210424,0.31057695,0.465
0.52508445,0.30950445,0.465
0.52914105,0.30848841,0.465
0.53321142,0.30752901,0.465
0.53729475,0.30662643,0.465
0.54139029,0.30578085,0.465
0.54549723,0.30499245,0.465
0.54961473,0.30426138,0.465
0.55374204,0.30358779,0.465
0.55787835,0.30297177,0.465
0.56202282,0.3024135,0.465
0.56617467,0.30191301,0.465
0.57033312,0.30147048,0.465
0.5744973,0.30108594,0.465
0.57866646,0.30075951,0.465
0.58283976,0.30049119,0.465
0.58701639,0.3002811,0.465
0.59119554,0.30012924,0.465
0.5953764,0.30003564,0.465
0.59955816,0.30000033,0.465
0.60374001,0.30002331,0.465
0.60792114,0.30010458,0.465
0.61210071,0.30024414,0.465
0.61627794,0.30044196,0.465
0.62045202,0.30069795,0.465
0.62462211,0.30101211,0.465
0.62878743,0.30138438,0.465
0.63294714,0.30181467,0.465
0.63710046,0.30230292,0.465
0.64124658,0.30284898,0.465
0.64538466,0.30345282,0.465
0.64951392,0.30411426,0.465
0.65363358,0.30483321,0.465
0.6577428,0.30560949,0.465
0.66184083,0.30644301,0.465
0.6659268,0.30733353,0.465
0.66999999,0.30828096,0.465
0.67405956,0.30928506,0.465
0.67810476,0.31034565,0.465
0.68213478,0.31146252,0.465
0.68614881,0.31263546,0.465
0.69014613,0.31386423,0.465
0.69412593,0.31514862,0.465
0.69808743,0.31648836,0.465
0.70202988,0.31788318,0.465
0.7059525,0.31933281,0.465
0.70985451,0.32083698,0.465
0.71373519,0.32239542,0.465
0.71759379,0.3240078,0.465
0.72142953,0.32567379,0.465
0.72524166,0.32739309,0.465
0.72902946,0.32916537,0.465
0.73279218,0.33099027,0.465
0.7365291,0.33286743,0.465
0.7402395,0.33479652,0.465
0.74392266,0.33677715,0.465
0.74757783,0.3388089,0.465
0.75120432,0.34089144,0.465
0.75480144,0.34302429,0.465
0.7583685,0.34520709,0.465
0.76190475,0.34743942,0.465
0.76540956,0.3497208,0.465
0.76888221,0.35205081,0.465
0.77232207,0.35442903,0.465
0.77572842,0.35685495,0.465
0.77910066,0.35932812,0.465
0.78243807,0.36184803,0.465
0.78574002,0.36441426,0.465
0.78900591,0.36702624,0.465
0.79223505,0.36968349,0.465
0.79542684,0.3723855,0.465
0.79858065,0.37513176,0.465
0.80169588,0.3779217,0.465
0.8047719,0.38075478,0.465
0.80780814,0.38363049,0.465
0.81080403,0.3865482,0.465
0.81375891,0.38950743,0.465
0.8166723,0.39250755,0.465
0.81954354,0.39554799,0.465
0.82237215,0.39862815,0.465
0.82515753,0.40174743,0.465
0.82789917,0.40490526,0.465
0.83059653,0.40810098,0.465
0.8332491,0.41133399,0.465
0.83585631,0.41460366,0.465
0.83841771,0.41790936,0.465
0.84093276,0.42125046,0.465
0.84340101,0.42462627,0.465
0.84582198,0.42803616,0.465
0.84819516,0.43147947,0.465
0.8505201,0.43495554,0.465
0.85279638,0.43846365,0.465
0.85502355,0.44200317,0.465
0.85720113,0.44557341,0.465
0.85932876,0.44917362,0.465
0.86140599,0.45280317,0.465
0.86343243,0.45646128,0.465
0.86540766,0.46014732,0.465
0.86733135,0.46386054,0.465
0.86920305,0.46760019,0.465
0.87102249,0.47136558,0.465
0.87278922,0.47515596,0.465
0.87450297,0.47897058,0.465
0.87616338,0.48280875,0.465
0.87777012,0.48666969,0.465
0.87932289,0.49055262,0.465
0.88082136,0.49445685,0.465
0.88226529,0.49838157,0.465
0.88365438,0.50232606,0.465
0.88498833,0.50628951,0.465
0.8862669,0.51027117,0.465
0.88748985,0.51427026,0.465
0.88865694,0.51828603,0.465
0.88976793,0.52231764,0.465
0.89082261,0.52636437,0.465
0.8918208,0.53042541,0.465
0.89276226,0.53449998,0.465
0.89364687,0.53858727,0.465
0.89447439,0.5426865,0.465
0.89524467,0.54679683,0.465
0.89595762,0.55091754,0.465
0.89661303,0.55504776,0.465
0.89721084,0.55918674,0.465
0.89775087,0.56333364,0.465
0.89823303,0.56748765,0.465
0.89865726,0.57164799,0.465
0.89902347,0.57581385,0.465
0.89933154,0.57998439,0.465
0.89958147,0.58415883,0.465
0.89977317,0.58833636,0.465
0.89990664,0.59251614,0.465
0.89998182,0.59669736,0.465
0.9,0.60087924,0.465
0.9,0.60506118,0.465
0.9,0.60924315,0.465
0.9,0.61342509,0.465
0.9,0.61760703,0.465
0.9,0.62178897,0.465
0.9,0.62597094,0.465
0.9,0.63015288,0.465
0.9,0.63433482,0.465
0.9,0.63851676,0.465
0.9,0.6426987,0.465
0.9,0.64688067,0.465
0.9,0.65106261,0.465
0.9,0.65524455,0.465
0.9,0.65942649,0.465
0.9,0.66360846,0.465
0.9,0.6677904,0.465
0.9,0.67197234,0.465
0.9,0.67615428,0.465
0.9,0.68033622,0.465
0.9,0.68451819,0.465
0.9,0.68870013,0.465
0.9,0.69288207,0.465
0.9,0.69706401,0.465
0.9,0.70124598,0.465
0.9,0.70542792,0.465
0.9,0.70960986,0.465
0.9,0.7137918,0.465
0.9,0.71797374,0.465
0.9,0.72215571,0.465
0.9,0.72633765,0.465
0.9,0.73051959,0.465
0.9,0.73470153,0.465
0.9,0.7388835,0.465
0.9,0.74306544,0.465
0.9,0.74724738,0.465
0.9,0.75142932,0.465
0.9,0.75561126,0.465
0.9,0.75979323,0.465
0.9,0.76397517,0.465
0.9,0.76815711,0.465
0.9,0.77233905,0.465
0.9,0.77652102,0.465
0.9,0.78070296,0.465
0.9,0.7848849,0.465
0.9,0.78906684,0.465
0.9,0.79324878,0.465
0.9,0.79743075,0.465
0.9,0.80161269,0.465
0.9,0.80579463,0.465
0.9,0.80997657,0.465
0.9,0.81415854,0.465
0.9,0.81834048,0.465
0.9,0.82252242,0.465
0.9,0.82670436,0.465
0.9,0.83088633,0.465
0.9,0.83506827,0.465
0.9,0.83925021,0.465
0.9,0.84343215,0.465
0.9,0.84761409,0.465
0.9,0.85179606,0.465
0.9,0.855978,0.465
0.9,0.86015994,0.465
0.9,0.86434188,0.465
0.9,0.86852385,0.465
0.9,0.87270579,0.465
0.9,0.87688773,0.465
0.9,0.88106967,0.465
0.9,0.88525161,0.465
0.9,0.88943358,0.465
0.9,0.89361552,0.465
0.9,0.89779746,0.465
0.9,0.9019794,0.465
0.9,0.90616137,0.465
0.9,0.91034331,0.465
0.9,0.91452525,0.465
0.9,0.91870719,0.465
0.9,0.92288913,0.465
0.9,0.9270711,0.465
0.9,0.93125304,0.465
0.9,0.93543498,0.465
0.9,0.93961692,0.465
0.9,0.94379889,0.465
0.9,0.94798083,0.465
0.9,0.95216277,0.465
0.9,0.95634471,0.465
0.9,0.96052665,0.465
0.9,0.96470862,0.465
0.9,0.96889056,0.465
0.9,0.9730725,0.465
0.9,0.97725444,0.465
0.9,0.98143641,0.465
0.9,0.98561835,0.465
0.9,0.98980029,0.465
0.9,0.99398223,0.465
0.9,0.99816417,0.465
0.9,1.00234614,0.465
0.9,1.00652808,0.465
0.9,1.01071002,0.465
0.9,1.01489196,0.465
0.9,1.01907393,0.465
0.9,1.02325587,0.465
0.9,1.02743781,0.465
0.9,1.03161975,0.465
0.9,1.03580169,0.465
0.9,1.03998366,0.465
0.9,1.0441656,0.465
0.9,1.04834754,0.465
0.9,1.05252948,0.465
0.9,1.05671145,0.465
0.9,1.06089339,0.465
0.9,1.06507533,0.465
0.9,1.06925727,0.465
0.9,1.07343921,0.465
0.9,1.07762118,0.465
0.9,1.08180312,0.465
0.9,1.08598506,0.465
0.9,1.090167,0.465
0.9,1.09434897,0.465
0.9,1.09853091,0.465
0.9,1.10271285,0.465
0.9,1.10689479,0.465
0.9,1.11107673,0.465
0.9,1.1152587,0.465
0.9,1.11944064,0.465
0.9,1.12362258,0.465
0.9,1.12780452,0.465
0.9,1.13198649,0.465
0.9,1.13616843,0.465
0.9,1.14035037,0.465
0.9,1.14453231,0.465
0.9,1.14871428,0.465
0.9,1.15289622,0.465
0.9,1.15707816,0.465
0.9,1.1612601,0.465
0.9,1.16544204,0.465
0.9,1.16962401,0.465
0.9,1.17380595,0.465
0.9,1.17798789,0.465
0.9,1.18216983,0.465
0.9,1.1863518,0.465
0.9,1.19053374,0.465
0.9,1.19471568,0.465
0.9,1.19889762,0.465
0.90001581,1.20307953,0.465
0.90008787,1.20726081,0.465
0.90021822,1.21144068,0.465
0.90040683,1.21561836,0.465
0.90065364,1.21979298,0.465
0.90095862,1.22396376,0.465
0.90132174,1.22812986,0.465
0.90174285,1.23229053,0.465
0.90222195,1.2364449,0.465
0.90275889,1.24059219,0.465
0.90335361,1.24473162,0.465
0.90400596,1.24886232,0.465
0.90471582,1.25298354,0.465
0.90548307,1.25709447,0.465
0.90630756,1.2611943,0.465
0.90718908,1.26528225,0.465
0.90812754,1.26935751,0.465
0.9091227,1.2734193,0.465
0.91017438,1.27746681,0.465
0.91128237,1.28149926,0.465
0.91244646,1.2855159,0.465
0.91366644,1.28951589,0.465
0.91494207,1.29349851,0.465
0.91627308,1.29746295,0.465
0.9176592,1.30140846,0.465
0.91910022,1.30533426,0.465
0.92059578,1.3092396,0.465
0.92214567,1.3131237,0.465
0.92374953,1.31698581,0.465
0.92540709,1.32082521,0.465
0.92711799,1.32464112,0.465
0.92888193,1.32843282,0.465
0.93069855,1.33219956,0.465
0.93256749,1.33594062,0.465
0.93448839,1.33965525,0.465
0.93646089,1.34334273,0.465
0.9384846,1.34700237,0.465
0.94055913,1.35063345,0.465
0.94268409,1.35423525,0.465
0.94485903,1.35780711,0.465
0.94708353,1.36134828,0.465
0.9493572,1.3648581,0.465
0.95167959,1.36833588,0.465
0.95405019,1.37178096,0.465
0.95646861,1.37519265,0.465
0.95893434,1.37857029,0.465
0.96144693,1.38191325,0.465
0.96400587,1.38522087,0.465
0.96661065,1.38849249,0.465
0.96926079,1.39172745,0.465
0.97195578,1.39492518,0.465
0.97469508,1.39808505,0.465
0.97747815,1.4012064,0.465
0.98030445,1.40428869,0.465
0.98317344,1.40733126,0.465
0.98608458,1.41033354,0.465
0.98903727,1.41329493,0.465
0.99203097,1.41621492,0.465
0.99506508,1.41909285,0.465
0.998139,1.42192824,0.465
1.00125216,1.42472049,0.465
1.00440393,1.42746906,0.465
1.00759371,1.43017347,0.465
1.01082087,1.43283312,0.465
1.01408481,1.43544753,0.465
1.01738487,1.43801619,0.465
1.02072039,1.44053862,0.465
1.02409077,1.44301428,0.465
1.02749532,1.44544275,0.465
1.03093341,1.44782349,0.465
1.03440435,1.45015611,0.465
1.03790745,1.4524401,0.465
1.04144205,1.45467504,0.465
1.04500746,1.45686051,0.465
1.04860299,1.45899603,0.465
1.05222795,1.46108124,0.465
1.05588162,1.46311575,0.465
1.05956328,1.46509908,0.465
1.06327224,1.46703093,0.465
1.06700778,1.46891088,0.465
1.07076915,1.4707386,0.465
1.07455563,1.4725137,0.465
1.07836647,1.47423582,0.465
1.08220098,1.47590466,0.465
1.08605835,1.47751992,0.465
1.08993789,1.47908121,0.465
1.09383879,1.48058832,0.465
1.09776033,1.48204086,0.465
1.10170173,1.48343862,0.465
1.10566224,1.4847813,0.465
1.10964108,1.48606863,0.465
1.11363747,1.4873004,0.465
1.11765066,1.48847631,0.465
1.12167984,1.48959618,0.465
1.12572423,1.49065977,0.465
1.12978305,1.4916669,0.465
1.13385555,1.49261733,0.465
1.13794086,1.49351094,0.465
1.14203826,1.49434746,0.465
1.14614691,1.49512683,0.465
1.15026603,1.49584884,0.465
1.15439478,1.49651334,0.465
1.15853244,1.49712024,0.465
1.16267814,1.49766942,0.465
1.16683107,1.49816073,0.465
1.17099048,1.49859411,0.465
1.1751555,1.49896947,0.465
1.17932538,1.49928675,0.465
1.18349925,1.49954586,0.465
1.18767633,1.49974677,0.465
1.19185581,1.49988942,0.465
1.19603688,1.49997381,0.465
1.2002187,1.49999991,0.465
1.20440049,1.49996772,0.465
1.20858144,1.49987724,0.465
1.21276068,1.49972847,0.465
1.21693749,1.4995215,0.465
1.22111097,1.4992563,0.465
1.22528037,1.49893293,0.465
1.22944485,1.49855151,0.465
1.2336036,1.49811207,0.465
1.23775584,1.49761467,0.465
1.24190073,1.49705946,0.465
1.24603749,1.49644653,0.465
1.25016528,1.495776,0.465
1.25428335,1.49504799,0.465
1.25839086,1.49426265,0.465
1.26248703,1.49342013,0.465
1.26657105,1.49252058,0.465
1.27064214,1.49156421,0.465
1.27469949,1.49055117,0.465
1.27874232,1.48948167,0.465
1.28276988,1.48835595,0.465
1.28678133,1.48717416,0.465
1.29077592,1.4859366,0.465
1.29475287,1.48464345,0.465
1.29871143,1.48329501,0.465
1.30265079,1.48189149,0.465
1.3065702,1.48043322,0.465
1.31046891,1.47892044,0.465
1.31434617,1.47735348,0.465
1.31820117,1.47573264,0.465
1.32203325,1.47405819,0.465
1.32584157,1.47233049,0.465
1.32962547,1.47054987,0.465
1.33338417,1.46871669,0.465
1.33711695,1.46683131,0.465
1.34082309,1.46489406,0.465
1.34450187,1.46290533,0.465
1.34815257,1.46086551,0.465
1.35177447,1.45877502,0.465
1.35536688,1.45663425,0.465
1.35892911,1.45444359,0.465
1.36246044,1.45220349,0.465
1.36596021,1.4499144,0.465
1.36942776,1.44757674,0.465
1.37286234,1.44519096,0.465
1.37626335,1.44275754,0.465
1.37963013,1.44027696,0.465
1.38296199,1.4377497,0.465
1.3862583,1.43517621,0.465
1.3895184,1.43255703,0.465
1.39274169,1.42989267,0.465
1.39592751,1.42718364,0.465
1.39907529,1.42443048,0.465
1.40218437,1.42163367,0.465
1.40525415,1.41879381,0.465
1.40828406,1.41591144,0.465
1.4112735,1.41298713,0.465
1.41422187,1.41002142,0.465
1.41712863,1.40701488,0.465
1.41999318,1.40396814,0.465
1.42281498,1.40088174,0.465
1.42559352,1.39775634,0.465
1.4283282,1.39459248,0.465
1.43101851,1.39139082,0.465
1.43366394,1.38815199,0.465
1.43626395,1.38487659,0.465
1.43881806,1.38156525,0.465
1.44132576,1.37821863,0.465
1.44378657,1.37483739,0.465
1.44620001,1.37142216,0.465
1.4485656,1.36797363,0.465
1.45088289,1.36449246,0.465
1.45315143,1.36097934,0.465
1.4553708,1.35743493,0.465
1.45754052,1.35385992,0.465
1.45966023,1.35025503,0.465
1.46172945,1.34662092,0.465
1.46374782,1.34295834,0.465
1.46571495,1.33926795,0.465
1.46763045,1.33555053,0.465
1.46949393,1.33180677,0.465
1.47130506,1.32803739,0.465
1.47306345,1.32424311,0.465
1.4747688,1.32042471,0.465
1.47642075,1.31658291,0.465
1.47801897,1.31271846,0.465
1.47956319,1.30883208,0.465
1.48105308,1.30492458,0.465
1.48248834,1.30099668,0.465
1.48386873,1.29704916,0.465
1.48519395,1.29308277,0.465
1.48646376,1.28909832,0.465
1.48767792,1.28509653,0.465
1.48883616,1.28107821,0.465
1.48993827,1.27704414,0.465
1.49098404,1.2729951,0.465
1.49197329,1.26893187,0.465
1.49290578,1.26485526,0.465
1.49378136,1.26076602,0.465
1.49459985,1.25666499,0.465
1.4953611,1.25255295,0.465
1.49606496,1.24843071,0.465
1.49671131,1.24429905,0.465
1.49729997,1.24015878,0.465
1.49783088,1.23601068,0.465
1.49830389,1.23185562,0.465
1.49871897,1.22769435,0.465
1.499076,1.22352771,0.465
1.49937489,1.21935648,0.465
1.49961561,1.2151815,0.465
1.49979813,1.21100358,0.465
1.49992239,1.20682353,0.465
1.49998836,1.20264213,0.465
1.5,1.19846022,0.465
1.5,1.19427828,0.465
1.5,1.19009631,0.465
1.5,1.18591437,0.465
1.5,1.18173243,0.465
1.5,1.17755049,0.465
1.5,1.17336852,0.465
1.5,1.16918658,0.465
1.5,1.16500464,0.465
1.5,1.1608227,0.465
1.5,1.15664076,0.465
1.5,1.15245879,0.465
1.5,1.14827685,0.465
1.5,1.14409491,0.465
1.5,1.13991297,0.465
1.5,1.135731,0.465
1.5,1.13154906,0.465
1.5,1.12736712,0.465
1.5,1.12318518,0.465
1.5,1.11900324,0.465
1.5,1.11482127,0.465
1.5,1.11063933,0.465
1.5,1.10645739,0.465
1.5,1.10227545,0.465
1.5,1.09809348,0.465
1.5,1.09391154,0.465
1.5,1.0897296,0.465
1.5,1.08554766,0.465
1.5,1.08136572,0.465
1.5,1.07718375,0.465
1.5,1.07300181,0.465
1.5,1.06881987,0.465
1.5,1.06463793,0.465
1.5,1.06045596,0.465
1.5,1.05627402,0.465
1.5,1.05209208,0.465
1.5,1.04791014,0.465
1.5,1.0437282,0.465
1.5,1.03954623,0.465
1.5,1.03536429,0.465
1.5,1.03118235,0.465
1.5,1.02700041,0.465
1.5,1.02281844,0.465
1.5,1.0186365,0.465
1.5,1.01445456,0.465
1.5,1.01027262,0.465
1.5,1.00609068,0.465
1.5,1.00190871,0.465
1.5,0.99772677,0.465
1.5,0.99354483,0.465
1.5,0.98936289,0.465
1.5,0.98518092,0.465
1.5,0.98099898,0.465
1.5,0.97681704,0.465
1.5,0.9726351,0.465
1.5,0.96845313,0.465
1.5,0.96427119,0.465
1.5,0.96008925,0.465
1.5,0.95590731,0.465
1.5,0.95172537,0.465
1.5,0.9475434,0.465
1.5,0.94336146,0.465
1.5,0.93917952,0.465
1.5,0.93499758,0.465
1.5,0.93081561,0.465
1.5,0.92663367,0.465
1.5,0.92245173,0.465
1.5,0.91826979,0.465
1.5,0.91408785,0.465
1.5,0.90990588,0.465
1.5,0.90572394,0.465
1.5,0.901542,0.465
1.5,0.89736006,0.465
1.5,0.89317809,0.465
1.5,0.88899615,0.465
1.5,0.88481421,0.465
1.5,0.88063227,0.465
1.5,0.87645033,0.465
1.5,0.87226836,0.465
1.5,0.86808642,0.465
1.5,0.86390448,0.465
1.5,0.85972254,0.465
1.5,0.85554057,0.465
1.5,0.85135863,0.465
1.5,0.84717669,0.465
1.5,0.84299475,0.465
1.5,0.83881281,0.465
1.5,0.83463084,0.465
1.5,0.8304489,0.465
1.5,0.82626696,0.465
1.5,0.82208502,0.465
1.5,0.81790305,0.465
1.5,0.81372111,0.465
1.5,0.80953917,0.465
1.5,0.80535723,0.465
1.5,0.80117529,0.465
1.5,0.79699332,0.465
1.5,0.79281138,0.465
1.5,0.78862944,0.465
1.5,0.7844475,0.465
1.5,0.78026553,0.465
1.5,0.77608359,0.465
1.5,0.77190165,0.465
1.5,0.76771971,0.465
1.5,0.76353777,0.465
1.5,0.7593558,0.465
1.5,0.75517386,0.465
1.5,0.75099192,0.465
1.5,0.74680998,0.465
1.5,0.74262801,0.465
1.5,0.73844607,0.465
1.5,0.73426413,0.465
1.5,0.73008219,0.465
1.5,0.72590025,0.465
1.5,0.72171828,0.465
1.5,0.71753634,0.465
1.5,0.7133544,0.465
1.5,0.70917246,0.465
1.5,0.70499049,0.465
1.5,0.70080855,0.465
1.5,0.69662661,0.465
1.5,0.69244467,0.465
1.5,0.68826273,0.465
1.5,0.68408076,0.465
1.5,0.67989882,0.465
1.5,0.67571688,0.465
1.5,0.67153494,0.465
1.5,0.66735297,0.465
1.5,0.66317103,0.465
1.5,0.65898909,0.465
1.5,0.65480715,0.465
1.5,0.65062518,0.465
1.5,0.64644324,0.465
1.5,0.6422613,0.465
1.5,0.63807936,0.465
1.5,0.63389742,0.465
1.5,0.62971545,0.465
1.5,0.62553351,0.465
1.5,0.62135157,0.465
1.5,0.61716963,0.465
1.5,0.61298766,0.465
1.5,0.60880572,0.465
1.5,0.60462378,0.465
1.5,0.60044184,0.465
1.50002331,0.59625999,0.465
1.50010458,0.59207886,0.465
1.50024414,0.58789929,0.465
1.50044196,0.58372206,0.465
1.50069795,0.57954798,0.465
1.50101211,0.57537789,0.465
1.50138438,0.57121257,0.465
1.50181467,0.56705286,0.465
1.50230292,0.56289954,0.465
1.50284898,0.55875342,0.465
1.50345282,0.55461534,0.465
1.50411426,0.55048608,0.465
1.50483321,0.54636642,0.465
1.50560949,0.5422572,0.465
1.50644301,0.53815917,0.465
1.50733353,0.5340732,0.465
1.50828096,0.53000001,0.465
1.50928506,0.52594044,0.465
1.51034565,0.52189524,0.465
1.51146252,0.51786522,0.465
1.51263546,0.51385119,0.465
1.51386423,0.50985387,0.465
1.51514862,0.50587407,0.465
1.51648836,0.50191257,0.465
1.51788318,0.49797012,0.465
1.51933281,0.4940475,0.465
1.52083698,0.49014549,0.465
1.52239542,0.48626481,0.465
1.5240078,0.48240621,0.465
1.52567379,0.47857047,0.465
1.52739309,0.47475834,0.465
1.52916537,0.47097054,0.465
1.53099027,0.46720782,0.465
1.53286743,0.4634709,0.465
1.53479652,0.4597605,0.465
1.53677715,0.45607734,0.465
1.5388089,0.45242217,0.465
1.54089144,0.44879568,0.465
1.54302429,0.44519856,0.465
1.54520709,0.4416315,0.465
1.54743942,0.43809525,0.465
1.5497208,0.43459044,0.465
1.55205081,0.43111779,0.465
1.55442903,0.42767793,0.465
1.55685495,0.42427158,0.465
1.55932812,0.42089934,0.465
1.56184803,0.41756193,0.465
1.56441426,0.41425998,0.465
1.56702624,0.41099409,0.465
1.56968349,0.40776495,0.465
1.5723855,0.40457316,0.465
1.57513176,0.40141935,0.465
1.5779217,0.39830412,0.465
1.58075478,0.3952281,0.465
1.58363049,0.39219186,0.465
1.5865482,0.38919597,0.465
1.58950743,0.38624109,0.465
1.59250755,0.3833277,0.465
1.59554799,0.38045646,0.465
1.59862815,0.37762785,0.465
1.60174743,0.37484247,0.465
1.60490526,0.37210083,0.465
1.60810098,0.36940347,0.465
1.61133399,0.3667509,0.465
1.61460366,0.36414369,0.465
1.61790936,0.36158229,0.465
1.62125046,0.35906724,0.465
1.62462627,0.35659899,0.465
1.62803616,0.35417802,0.465
1.63147947,0.35180484,0.465
1.63495554,0.3494799,0.465
1.63846365,0.34720362,0.465
1.64200317,0.34497645,0.465
1.64557341,0.34279887,0.465
1.64917362,0.34067124,0.465
1.65280317,0.33859401,0.465
1.65646128,0.33656757,0.465
1.66014732,0.33459234,0.465
1.66386054,0.33266865,0.465
1.66760019,0.33079695,0.465
1.67136558,0.32897751,0.465
1.67515596,0.32721078,0.465
1.67897058,0.32549703,0.465
1.68280875,0.32383662,0.465
1.68666969,0.32222988,0.465
1.69055262,0.32067711,0.465
1.69445685,0.31917864,0.465
1.69838157,0.31773471,0.465
1.70232606,0.31634562,0.465
1.70628951,0.31501167,0.465
1.71027117,0.3137331,0.465
1.71427026,0.31251015,0.465
1.71828603,0.31134306,0.465
1.72231764,0.31023207,0.465
1.72636437,0.30917739,0.465
1.73042541,0.3081792,0.465
1.73449998,0.30723774,0.465
1.73858727,0.30635313,0.465
1.7426865,0.30552561,0.465
1.74679683,0.30475533,0.465
1.75091754,0.30404238,0.465
1.75504776,0.30338697,0.465
1.75918674,0.30278916,0.465
1.76333364,0.30224913,0.465
1.76748765,0.30176697,0.465
1.77164799,0.30134274,0.465
1.77581385,0.30097653,0.465
1.77998439,0.30066846,0.465
1.78415883,0.30041853,0.465
1.78833636,0.30022683,0.465
1.79251614,0.30009336,0.465
1.79669736,0.30001818,0.465
1.80087924,0.3,0.465
1.80506118,0.3,0.465
1.80924315,0.3,0.465
1.81342509,0.3,0.465
1.81760703,0.3,0.465
1.82178897,0.3,0.465
1.82597094,0.3,0.465
1.83015288,0.3,0.465
1.83433482,0.3,0.465
1.83851676,0.3,0.465
1.8426987,0.3,0.465
1.84688067,0.3,0.465
1.85106261,0.3,0.465
1.85524455,0.3,0.465
1.85942649,0.3,0.465
1.86360846,0.3,0.465
1.8677904,0.3,0.465
1.87197234,0.3,0.465
1.87615428,0.3,0.465
1.88033622,0.3,0.465
1.88451819,0.3,0.465
1.88870013,0.3,0.465
1.89288207,0.3,0.465
1.89706401,0.3,0.465
1.90124598,0.3,0.465
1.90542792,0.3,0.465
1.90960986,0.3,0.465
1.9137918,0.3,0.465
1.91797374,0.3,0.465
1.92215571,0.3,0.465
1.92633765,0.3,0.465
1.93051959,0.3,0.465
1.93470153,0.3,0.465
1.9388835,0.3,0.465
1.94306544,0.3,0.465
1.94724738,0.3,0.465
1.95142932,0.3,0.465
1.95561126,0.3,0.465
1.95979323,0.3,0.465
1.96397517,0.3,0.465
1.96815711,0.3,0.465
1.97233905,0.3,0.465
1.97652102,0.3,0.465
1.98070296,0.3,0.465
1.9848849,0.3,0.465
1.98906684,0.3,0.465
1.99324878,0.3,0.465
1.99743075,0.3,0.465
2.00161269,0.3,0.465
2.00579463,0.3,0.465
2.00997657,0.3,0.465
2.01415854,0.3,0.465
2.01834048,0.3,0.465
2.02252242,0.3,0.465
2.02670436,0.3,0.465
2.03088633,0.3,0.465
2.03506827,0.3,0.465
2.03925021,0.3,0.465
2.04343215,0.3,0.465
2.04761409,0.3,0.465
